thermal_source_id,mgrs_tile,last_seen,sentinel_id,sensing_time,scene_date,cloud_cover,date_difference_days,status,file_path,file_size_kb,evidence_available,evidence_quality,satellite_image_path
1260,T43QED,2026-06-02,S2C_MSIL2A_20260602T052641_N0512_R105_T43QED_20260602T102053,2026-06-02 05:26:41.025,2026-06-02,0.03,0.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260602T052641_N0512_R105_T43QED_20260602T102053.jpg,26.7,True,STRONG,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260602T052641_N0512_R105_T43QED_20260602T102053.jpg
1261,T44QMJ,2026-06-02,S2B_MSIL2A_20260601T050649_N0512_R019_T44QMJ_20260601T085256,2026-06-01 05:06:49.024,2026-06-01,2.73,1.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260601T050649_N0512_R019_T44QMJ_20260601T085256.jpg,28.01,True,STRONG,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260601T050649_N0512_R019_T44QMJ_20260601T085256.jpg
1262,T43QED,2026-06-02,S2C_MSIL2A_20260602T052641_N0512_R105_T43QED_20260602T102053,2026-06-02 05:26:41.025,2026-06-02,0.03,0.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260602T052641_N0512_R105_T43QED_20260602T102053.jpg,26.7,True,STRONG,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260602T052641_N0512_R105_T43QED_20260602T102053.jpg
1263,T44QMJ,2026-06-02,S2B_MSIL2A_20260601T050649_N0512_R019_T44QMJ_20260601T085256,2026-06-01 05:06:49.024,2026-06-01,2.73,1.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260601T050649_N0512_R019_T44QMJ_20260601T085256.jpg,28.01,True,STRONG,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260601T050649_N0512_R019_T44QMJ_20260601T085256.jpg
1264,T44QNJ,2026-06-09,S2B_MSIL2A_20260611T050649_N0512_R019_T44QNJ_20260611T085745,2026-06-11 05:06:49.024,2026-06-11,7.21,2.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260611T050649_N0512_R019_T44QNJ_20260611T085745.jpg,15.69,True,STRONG,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260611T050649_N0512_R019_T44QNJ_20260611T085745.jpg
1265,T44QNJ,2026-06-02,S2B_MSIL2A_20260601T050649_N0512_R019_T44QNJ_20260601T085256,2026-06-01 05:06:49.024,2026-06-01,15.41,1.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260601T050649_N0512_R019_T44QNJ_20260601T085256.jpg,17.96,True,STRONG,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260601T050649_N0512_R019_T44QNJ_20260601T085256.jpg
1266,T44QNJ,2026-06-02,S2B_MSIL2A_20260601T050649_N0512_R019_T44QNJ_20260601T085256,2026-06-01 05:06:49.024,2026-06-01,15.41,1.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260601T050649_N0512_R019_T44QNJ_20260601T085256.jpg,17.96,True,STRONG,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260601T050649_N0512_R019_T44QNJ_20260601T085256.jpg
1267,T44QNJ,2026-06-02,S2B_MSIL2A_20260601T050649_N0512_R019_T44QNJ_20260601T085256,2026-06-01 05:06:49.024,2026-06-01,15.41,1.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260601T050649_N0512_R019_T44QNJ_20260601T085256.jpg,17.96,True,STRONG,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260601T050649_N0512_R019_T44QNJ_20260601T085256.jpg
1268,T43QED,2026-06-02,S2C_MSIL2A_20260602T052641_N0512_R105_T43QED_20260602T102053,2026-06-02 05:26:41.025,2026-06-02,0.03,0.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260602T052641_N0512_R105_T43QED_20260602T102053.jpg,26.7,True,STRONG,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260602T052641_N0512_R105_T43QED_20260602T102053.jpg
1269,T44QNJ,2026-06-02,S2B_MSIL2A_20260601T050649_N0512_R019_T44QNJ_20260601T085256,2026-06-01 05:06:49.024,2026-06-01,15.41,1.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260601T050649_N0512_R019_T44QNJ_20260601T085256.jpg,17.96,True,STRONG,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260601T050649_N0512_R019_T44QNJ_20260601T085256.jpg
1270,T44QNJ,2026-06-03,S2A_MSIL2A_20260605T050231_N0512_R119_T44QNJ_20260605T100518,2026-06-05 05:02:31.024,2026-06-05,8.2,2.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2A_MSIL2A_20260605T050231_N0512_R119_T44QNJ_20260605T100518.jpg,23.33,True,STRONG,data/raw/sentinel2/quicklooks\S2A_MSIL2A_20260605T050231_N0512_R119_T44QNJ_20260605T100518.jpg
1271,T44QMJ,2026-06-02,S2B_MSIL2A_20260601T050649_N0512_R019_T44QMJ_20260601T085256,2026-06-01 05:06:49.024,2026-06-01,2.73,1.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260601T050649_N0512_R019_T44QMJ_20260601T085256.jpg,28.01,True,STRONG,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260601T050649_N0512_R019_T44QMJ_20260601T085256.jpg
1272,T44QLJ,2026-06-02,S2B_MSIL2A_20260601T050649_N0512_R019_T44QLJ_20260601T085256,2026-06-01 05:06:49.024,2026-06-01,1.12,1.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260601T050649_N0512_R019_T44QLJ_20260601T085256.jpg,29.43,True,STRONG,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260601T050649_N0512_R019_T44QLJ_20260601T085256.jpg
1273,T44QMJ,2026-06-02,S2B_MSIL2A_20260601T050649_N0512_R019_T44QMJ_20260601T085256,2026-06-01 05:06:49.024,2026-06-01,2.73,1.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260601T050649_N0512_R019_T44QMJ_20260601T085256.jpg,28.01,True,STRONG,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260601T050649_N0512_R019_T44QMJ_20260601T085256.jpg
1274,T43QED,2026-06-02,S2C_MSIL2A_20260602T052641_N0512_R105_T43QED_20260602T102053,2026-06-02 05:26:41.025,2026-06-02,0.03,0.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260602T052641_N0512_R105_T43QED_20260602T102053.jpg,26.7,True,STRONG,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260602T052641_N0512_R105_T43QED_20260602T102053.jpg
1275,T43QCD,2026-06-02,S2C_MSIL2A_20260602T052641_N0512_R105_T43QCD_20260602T102053,2026-06-02 05:26:41.025,2026-06-02,14.71,0.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260602T052641_N0512_R105_T43QCD_20260602T102053.jpg,15.49,True,STRONG,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260602T052641_N0512_R105_T43QCD_20260602T102053.jpg
1276,T44QMJ,2026-06-02,S2B_MSIL2A_20260601T050649_N0512_R019_T44QMJ_20260601T085256,2026-06-01 05:06:49.024,2026-06-01,2.73,1.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260601T050649_N0512_R019_T44QMJ_20260601T085256.jpg,28.01,True,STRONG,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260601T050649_N0512_R019_T44QMJ_20260601T085256.jpg
1277,T44QNJ,2026-06-02,S2B_MSIL2A_20260601T050649_N0512_R019_T44QNJ_20260601T085256,2026-06-01 05:06:49.024,2026-06-01,15.41,1.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260601T050649_N0512_R019_T44QNJ_20260601T085256.jpg,17.96,True,STRONG,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260601T050649_N0512_R019_T44QNJ_20260601T085256.jpg
1278,T44QKJ,2026-06-02,S2B_MSIL2A_20260601T050649_N0512_R019_T44QKJ_20260601T085256,2026-06-01 05:06:49.024,2026-06-01,1.25,1.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260601T050649_N0512_R019_T44QKJ_20260601T085256.jpg,14.71,True,STRONG,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260601T050649_N0512_R019_T44QKJ_20260601T085256.jpg
1279,T44QNJ,2026-06-02,S2B_MSIL2A_20260601T050649_N0512_R019_T44QNJ_20260601T085256,2026-06-01 05:06:49.024,2026-06-01,15.41,1.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260601T050649_N0512_R019_T44QNJ_20260601T085256.jpg,17.96,True,STRONG,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260601T050649_N0512_R019_T44QNJ_20260601T085256.jpg
1280,T44QPJ,2026-06-02,S2C_MSIL2A_20260603T045701_N0512_R119_T44QPJ_20260603T100112,2026-06-03 04:57:01.025,2026-06-03,0.01,1.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260603T045701_N0512_R119_T44QPJ_20260603T100112.jpg,27.24,True,STRONG,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260603T045701_N0512_R119_T44QPJ_20260603T100112.jpg
1281,T44QLJ,2026-06-02,S2B_MSIL2A_20260601T050649_N0512_R019_T44QLJ_20260601T085256,2026-06-01 05:06:49.024,2026-06-01,1.12,1.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260601T050649_N0512_R019_T44QLJ_20260601T085256.jpg,29.43,True,STRONG,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260601T050649_N0512_R019_T44QLJ_20260601T085256.jpg
1282,T43QDD,2026-06-02,S2C_MSIL2A_20260602T052641_N0512_R105_T43QDD_20260602T102053,2026-06-02 05:26:41.025,2026-06-02,6.23,0.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260602T052641_N0512_R105_T43QDD_20260602T102053.jpg,28.61,True,STRONG,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260602T052641_N0512_R105_T43QDD_20260602T102053.jpg
1283,T44QLJ,2026-06-02,S2B_MSIL2A_20260601T050649_N0512_R019_T44QLJ_20260601T085256,2026-06-01 05:06:49.024,2026-06-01,1.12,1.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260601T050649_N0512_R019_T44QLJ_20260601T085256.jpg,29.43,True,STRONG,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260601T050649_N0512_R019_T44QLJ_20260601T085256.jpg
1284,T44QPJ,2026-06-02,S2C_MSIL2A_20260603T045701_N0512_R119_T44QPJ_20260603T100112,2026-06-03 04:57:01.025,2026-06-03,0.01,1.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260603T045701_N0512_R119_T44QPJ_20260603T100112.jpg,27.24,True,STRONG,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260603T045701_N0512_R119_T44QPJ_20260603T100112.jpg
1285,T44QPJ,2026-06-02,S2C_MSIL2A_20260603T045701_N0512_R119_T44QPJ_20260603T100112,2026-06-03 04:57:01.025,2026-06-03,0.01,1.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260603T045701_N0512_R119_T44QPJ_20260603T100112.jpg,27.24,True,STRONG,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260603T045701_N0512_R119_T44QPJ_20260603T100112.jpg
1286,T44QNJ,2026-06-02,S2B_MSIL2A_20260601T050649_N0512_R019_T44QNJ_20260601T085256,2026-06-01 05:06:49.024,2026-06-01,15.41,1.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260601T050649_N0512_R019_T44QNJ_20260601T085256.jpg,17.96,True,STRONG,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260601T050649_N0512_R019_T44QNJ_20260601T085256.jpg
1287,T44QLJ,2026-06-02,S2B_MSIL2A_20260601T050649_N0512_R019_T44QLJ_20260601T085256,2026-06-01 05:06:49.024,2026-06-01,1.12,1.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260601T050649_N0512_R019_T44QLJ_20260601T085256.jpg,29.43,True,STRONG,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260601T050649_N0512_R019_T44QLJ_20260601T085256.jpg
1288,T44QNJ,2026-06-02,S2B_MSIL2A_20260601T050649_N0512_R019_T44QNJ_20260601T085256,2026-06-01 05:06:49.024,2026-06-01,15.41,1.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260601T050649_N0512_R019_T44QNJ_20260601T085256.jpg,17.96,True,STRONG,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260601T050649_N0512_R019_T44QNJ_20260601T085256.jpg
1289,T43QFD,2026-06-02,S2C_MSIL2A_20260602T052641_N0512_R105_T43QFD_20260602T102053,2026-06-02 05:26:41.025,2026-06-02,0.02,0.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260602T052641_N0512_R105_T43QFD_20260602T102053.jpg,16.44,True,STRONG,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260602T052641_N0512_R105_T43QFD_20260602T102053.jpg
1290,T44QLJ,2026-06-02,S2B_MSIL2A_20260601T050649_N0512_R019_T44QLJ_20260601T085256,2026-06-01 05:06:49.024,2026-06-01,1.12,1.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260601T050649_N0512_R019_T44QLJ_20260601T085256.jpg,29.43,True,STRONG,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260601T050649_N0512_R019_T44QLJ_20260601T085256.jpg
1291,T44QLJ,2026-06-02,S2B_MSIL2A_20260601T050649_N0512_R019_T44QLJ_20260601T085256,2026-06-01 05:06:49.024,2026-06-01,1.12,1.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260601T050649_N0512_R019_T44QLJ_20260601T085256.jpg,29.43,True,STRONG,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260601T050649_N0512_R019_T44QLJ_20260601T085256.jpg
1292,T43QFD,2026-06-18,S2B_MSIL2A_20260617T052649_N0512_R105_T43QFD_20260617T104156,2026-06-17 05:26:49.024,2026-06-17,27.65,1.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260617T052649_N0512_R105_T43QFD_20260617T104156.jpg,25.38,True,GOOD,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260617T052649_N0512_R105_T43QFD_20260617T104156.jpg
1293,T43QDD,2026-06-02,S2C_MSIL2A_20260602T052641_N0512_R105_T43QDD_20260602T102053,2026-06-02 05:26:41.025,2026-06-02,6.23,0.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260602T052641_N0512_R105_T43QDD_20260602T102053.jpg,28.61,True,STRONG,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260602T052641_N0512_R105_T43QDD_20260602T102053.jpg
1294,T44QPJ,2026-06-09,S2C_MSIL2A_20260613T045701_N0512_R119_T44QPJ_20260613T095409,2026-06-13 04:57:01.024,2026-06-13,5.48,4.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260613T045701_N0512_R119_T44QPJ_20260613T095409.jpg,30.66,True,STRONG,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260613T045701_N0512_R119_T44QPJ_20260613T095409.jpg
1295,T44QLJ,2026-06-02,S2B_MSIL2A_20260601T050649_N0512_R019_T44QLJ_20260601T085256,2026-06-01 05:06:49.024,2026-06-01,1.12,1.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260601T050649_N0512_R019_T44QLJ_20260601T085256.jpg,29.43,True,STRONG,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260601T050649_N0512_R019_T44QLJ_20260601T085256.jpg
1296,T44QMJ,2026-06-02,S2B_MSIL2A_20260601T050649_N0512_R019_T44QMJ_20260601T085256,2026-06-01 05:06:49.024,2026-06-01,2.73,1.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260601T050649_N0512_R019_T44QMJ_20260601T085256.jpg,28.01,True,STRONG,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260601T050649_N0512_R019_T44QMJ_20260601T085256.jpg
1297,T43QFD,2026-06-02,S2C_MSIL2A_20260602T052641_N0512_R105_T43QFD_20260602T102053,2026-06-02 05:26:41.025,2026-06-02,0.02,0.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260602T052641_N0512_R105_T43QFD_20260602T102053.jpg,16.44,True,STRONG,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260602T052641_N0512_R105_T43QFD_20260602T102053.jpg
1298,T43QDD,2026-06-02,S2C_MSIL2A_20260602T052641_N0512_R105_T43QDD_20260602T102053,2026-06-02 05:26:41.025,2026-06-02,6.23,0.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260602T052641_N0512_R105_T43QDD_20260602T102053.jpg,28.61,True,STRONG,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260602T052641_N0512_R105_T43QDD_20260602T102053.jpg
1299,T43QED,2026-06-02,S2C_MSIL2A_20260602T052641_N0512_R105_T43QED_20260602T102053,2026-06-02 05:26:41.025,2026-06-02,0.03,0.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260602T052641_N0512_R105_T43QED_20260602T102053.jpg,26.7,True,STRONG,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260602T052641_N0512_R105_T43QED_20260602T102053.jpg
1300,T44QMJ,2026-06-02,S2B_MSIL2A_20260601T050649_N0512_R019_T44QMJ_20260601T085256,2026-06-01 05:06:49.024,2026-06-01,2.73,1.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260601T050649_N0512_R019_T44QMJ_20260601T085256.jpg,28.01,True,STRONG,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260601T050649_N0512_R019_T44QMJ_20260601T085256.jpg
1301,T43QDD,2026-06-02,S2C_MSIL2A_20260602T052641_N0512_R105_T43QDD_20260602T102053,2026-06-02 05:26:41.025,2026-06-02,6.23,0.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260602T052641_N0512_R105_T43QDD_20260602T102053.jpg,28.61,True,STRONG,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260602T052641_N0512_R105_T43QDD_20260602T102053.jpg
1302,T43QED,2026-06-02,S2C_MSIL2A_20260602T052641_N0512_R105_T43QED_20260602T102053,2026-06-02 05:26:41.025,2026-06-02,0.03,0.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260602T052641_N0512_R105_T43QED_20260602T102053.jpg,26.7,True,STRONG,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260602T052641_N0512_R105_T43QED_20260602T102053.jpg
1303,T44QPJ,2026-06-02,S2C_MSIL2A_20260603T045701_N0512_R119_T44QPJ_20260603T100112,2026-06-03 04:57:01.025,2026-06-03,0.01,1.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260603T045701_N0512_R119_T44QPJ_20260603T100112.jpg,27.24,True,STRONG,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260603T045701_N0512_R119_T44QPJ_20260603T100112.jpg
1304,T44QNJ,2026-06-02,S2B_MSIL2A_20260601T050649_N0512_R019_T44QNJ_20260601T085256,2026-06-01 05:06:49.024,2026-06-01,15.41,1.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260601T050649_N0512_R019_T44QNJ_20260601T085256.jpg,17.96,True,STRONG,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260601T050649_N0512_R019_T44QNJ_20260601T085256.jpg
1305,T44QMJ,2026-06-02,S2B_MSIL2A_20260601T050649_N0512_R019_T44QMJ_20260601T085256,2026-06-01 05:06:49.024,2026-06-01,2.73,1.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260601T050649_N0512_R019_T44QMJ_20260601T085256.jpg,28.01,True,STRONG,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260601T050649_N0512_R019_T44QMJ_20260601T085256.jpg
1306,T44QMJ,2026-06-02,S2B_MSIL2A_20260601T050649_N0512_R019_T44QMJ_20260601T085256,2026-06-01 05:06:49.024,2026-06-01,2.73,1.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260601T050649_N0512_R019_T44QMJ_20260601T085256.jpg,28.01,True,STRONG,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260601T050649_N0512_R019_T44QMJ_20260601T085256.jpg
1307,T44QMJ,2026-06-02,S2B_MSIL2A_20260601T050649_N0512_R019_T44QMJ_20260601T085256,2026-06-01 05:06:49.024,2026-06-01,2.73,1.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260601T050649_N0512_R019_T44QMJ_20260601T085256.jpg,28.01,True,STRONG,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260601T050649_N0512_R019_T44QMJ_20260601T085256.jpg
1308,T44QRJ,2026-06-09,S2B_MSIL2A_20260605T044659_N0512_R076_T44QRJ_20260605T082808,2026-06-05 04:46:59.024,2026-06-05,13.99,4.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260605T044659_N0512_R076_T44QRJ_20260605T082808.jpg,14.53,True,STRONG,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260605T044659_N0512_R076_T44QRJ_20260605T082808.jpg
1309,T43QDD,2026-06-02,S2C_MSIL2A_20260602T052641_N0512_R105_T43QDD_20260602T102053,2026-06-02 05:26:41.025,2026-06-02,6.23,0.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260602T052641_N0512_R105_T43QDD_20260602T102053.jpg,28.61,True,STRONG,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260602T052641_N0512_R105_T43QDD_20260602T102053.jpg
1310,T44QQJ,2026-06-02,S2C_MSIL2A_20260603T045701_N0512_R119_T44QQJ_20260603T100112,2026-06-03 04:57:01.025,2026-06-03,0.45,1.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260603T045701_N0512_R119_T44QQJ_20260603T100112.jpg,27.62,True,STRONG,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260603T045701_N0512_R119_T44QQJ_20260603T100112.jpg
1311,T44QLJ,2026-06-02,S2B_MSIL2A_20260601T050649_N0512_R019_T44QLJ_20260601T085256,2026-06-01 05:06:49.024,2026-06-01,1.12,1.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260601T050649_N0512_R019_T44QLJ_20260601T085256.jpg,29.43,True,STRONG,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260601T050649_N0512_R019_T44QLJ_20260601T085256.jpg
1312,T43QED,2026-06-02,S2C_MSIL2A_20260602T052641_N0512_R105_T43QED_20260602T102053,2026-06-02 05:26:41.025,2026-06-02,0.03,0.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260602T052641_N0512_R105_T43QED_20260602T102053.jpg,26.7,True,STRONG,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260602T052641_N0512_R105_T43QED_20260602T102053.jpg
1313,T44QPJ,2026-06-02,S2C_MSIL2A_20260603T045701_N0512_R119_T44QPJ_20260603T100112,2026-06-03 04:57:01.025,2026-06-03,0.01,1.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260603T045701_N0512_R119_T44QPJ_20260603T100112.jpg,27.24,True,STRONG,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260603T045701_N0512_R119_T44QPJ_20260603T100112.jpg
1314,T43QED,2026-06-02,S2C_MSIL2A_20260602T052641_N0512_R105_T43QED_20260602T102053,2026-06-02 05:26:41.025,2026-06-02,0.03,0.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260602T052641_N0512_R105_T43QED_20260602T102053.jpg,26.7,True,STRONG,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260602T052641_N0512_R105_T43QED_20260602T102053.jpg
1315,T44QMJ,2026-06-02,S2B_MSIL2A_20260601T050649_N0512_R019_T44QMJ_20260601T085256,2026-06-01 05:06:49.024,2026-06-01,2.73,1.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260601T050649_N0512_R019_T44QMJ_20260601T085256.jpg,28.01,True,STRONG,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260601T050649_N0512_R019_T44QMJ_20260601T085256.jpg
1316,T43QCD,2026-06-02,S2C_MSIL2A_20260602T052641_N0512_R105_T43QCD_20260602T102053,2026-06-02 05:26:41.025,2026-06-02,14.71,0.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260602T052641_N0512_R105_T43QCD_20260602T102053.jpg,15.49,True,STRONG,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260602T052641_N0512_R105_T43QCD_20260602T102053.jpg
1317,T43QDD,2026-06-05,S2A_MSIL2A_20260604T053241_N0512_R105_T43QDD_20260604T090112,2026-06-04 05:32:41.024,2026-06-04,20.13,1.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2A_MSIL2A_20260604T053241_N0512_R105_T43QDD_20260604T090112.jpg,34.96,True,GOOD,data/raw/sentinel2/quicklooks\S2A_MSIL2A_20260604T053241_N0512_R105_T43QDD_20260604T090112.jpg
1318,T44QMJ,2026-06-02,S2B_MSIL2A_20260601T050649_N0512_R019_T44QMJ_20260601T085256,2026-06-01 05:06:49.024,2026-06-01,2.73,1.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260601T050649_N0512_R019_T44QMJ_20260601T085256.jpg,28.01,True,STRONG,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260601T050649_N0512_R019_T44QMJ_20260601T085256.jpg
1319,T44QNJ,2026-08-25,S2A_MSIL2A_20260628T051241_N0512_R019_T44QNJ_20260628T101512,2026-06-28 05:12:41.024,2026-06-28,8.95,58.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2A_MSIL2A_20260628T051241_N0512_R019_T44QNJ_20260628T101512.jpg,21.02,True,WEAK,data/raw/sentinel2/quicklooks\S2A_MSIL2A_20260628T051241_N0512_R019_T44QNJ_20260628T101512.jpg
1320,T44QMJ,2026-06-02,S2B_MSIL2A_20260601T050649_N0512_R019_T44QMJ_20260601T085256,2026-06-01 05:06:49.024,2026-06-01,2.73,1.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260601T050649_N0512_R019_T44QMJ_20260601T085256.jpg,28.01,True,STRONG,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260601T050649_N0512_R019_T44QMJ_20260601T085256.jpg
1322,T43QBD,2026-06-02,S2A_MSIL2A_20260627T054251_N0512_R005_T43QBD_20260627T103225,2026-06-27 05:42:51.024,2026-06-27,26.09,25.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2A_MSIL2A_20260627T054251_N0512_R005_T43QBD_20260627T103225.jpg,29.37,True,MODERATE,data/raw/sentinel2/quicklooks\S2A_MSIL2A_20260627T054251_N0512_R005_T43QBD_20260627T103225.jpg
